,ID,Math,English,Science,Absences,Issues,Social_Behavior,Score_Str,Behavior,Score
465,S0466,78,88,93,5,3,positive,Ideal Model,2,1
466,S0467,94,67,64,20,5,average,Needs Follow-up,0,2
467,S0468,90,58,93,2,0,positive,Ideal Model,2,1
468,S0469,62,42,96,14,1,average,Needs Follow-up,0,2
469,S0470,69,80,76,12,2,positive,Balanced,2,0
470,S0471,80,83,44,7,1,average,Needs Follow-up,0,2
471,S0472,68,89,70,13,1,negative,Needs Follow-up,1,2
472,S0473,78,88,75,14,5,average,Needs Follow-up,0,2
473,S0474,98,88,43,2,1,average,Balanced,0,0
474,S0475,48,57,98,4,4,average,Balanced,0,0
475,S0476,45,81,46,7,5,positive,Needs Follow-up,2,2
476,S0477,92,84,66,12,5,average,Needs Follow-up,0,2
477,S0478,53,99,77,8,5,positive,Balanced,2,0
478,S0479,53,57,98,3,0,average,Balanced,0,0
479,S0480,91,68,50,16,2,average,Needs Follow-up,0,2
480,S0481,81,52,79,10,4,average,Needs Follow-up,0,2
481,S0482,55,65,54,0,2,positive,Balanced,2,0
482,S0483,56,71,74,2,1,positive,Balanced,2,0
483,S0484,91,100,51,3,4,negative,Balanced,1,0
484,S0485,67,75,42,10,1,positive,Balanced,2,0
485,S0486,45,81,94,8,1,positive,Balanced,2,0
486,S0487,71,94,98,1,3,positive,Ideal Model,2,1
487,S0488,91,76,98,11,5,positive,Balanced,2,0
488,S0489,49,47,84,0,3,positive,Balanced,2,0
489,S0490,77,61,74,1,1,positive,Balanced,2,0
490,S0491,50,61,61,11,2,positive,Needs Follow-up,2,2
491,S0492,100,47,50,4,5,negative,Needs Follow-up,1,2
492,S0493,71,97,79,18,4,positive,Balanced,2,0
493,S0494,49,51,90,8,0,positive,Balanced,2,0
494,S0495,89,70,65,1,3,average,Balanced,0,0
495,S0496,51,57,63,2,1,positive,Balanced,2,0
496,S0497,84,70,66,14,4,negative,Needs Follow-up,1,2
497,S0498,93,66,93,9,5,negative,Balanced,1,0
498,S0499,81,65,47,17,1,positive,Needs Follow-up,2,2
499,S0500,57,67,98,16,1,negative,Needs Follow-up,1,2
500,S0501,49,56,59,11,1,positive,Needs Follow-up,2,2
501,S0502,90,81,79,14,4,average,Balanced,0,0
502,S0503,42,54,86,15,3,average,Needs Follow-up,0,2
503,S0504,56,42,87,13,4,negative,Needs Follow-up,1,2
504,S0505,70,73,89,3,3,average,Balanced,0,0
505,S0506,100,45,56,11,0,positive,Balanced,2,0
506,S0507,82,64,56,20,1,average,Needs Follow-up,0,2
507,S0508,92,78,64,3,4,negative,Balanced,1,0
508,S0509,50,61,72,11,3,negative,Needs Follow-up,1,2
509,S0510,43,56,73,10,0,average,Needs Follow-up,0,2
510,S0511,84,84,49,9,1,negative,Needs Follow-up,1,2
511,S0512,99,72,72,6,5,average,Balanced,0,0
512,S0513,68,56,51,4,3,positive,Balanced,2,0
513,S0514,53,56,49,8,5,negative,Needs Follow-up,1,2
514,S0515,56,44,55,19,5,negative,Needs Follow-up,1,2
515,S0516,79,73,73,10,4,negative,Needs Follow-up,1,2
516,S0517,43,97,79,10,3,negative,Needs Follow-up,1,2
517,S0518,79,80,67,7,3,positive,Balanced,2,0
518,S0519,60,55,66,2,0,positive,Balanced,2,0
519,S0520,40,58,91,11,1,negative,Needs Follow-up,1,2
520,S0521,85,65,86,10,2,negative,Balanced,1,0
521,S0522,85,41,94,14,4,negative,Needs Follow-up,1,2
522,S0523,95,51,84,17,5,average,Needs Follow-up,0,2
523,S0524,54,40,41,18,0,average,Needs Follow-up,0,2
524,S0525,59,93,72,8,5,average,Needs Follow-up,0,2
525,S0526,96,47,61,15,5,positive,Needs Follow-up,2,2
526,S0527,73,40,81,1,0,negative,Balanced,1,0
527,S0528,84,68,61,12,3,average,Needs Follow-up,0,2
528,S0529,80,49,45,1,1,average,Needs Follow-up,0,2
529,S0530,54,99,47,11,1,average,Needs Follow-up,0,2
530,S0531,89,59,80,13,0,negative,Balanced,1,0
531,S0532,66,51,50,20,1,negative,Needs Follow-up,1,2
532,S0533,95,57,41,2,1,average,Balanced,0,0
533,S0534,40,53,74,20,3,average,Needs Follow-up,0,2
534,S0535,47,97,51,10,1,negative,Needs Follow-up,1,2
535,S0536,64,50,55,19,0,positive,Balanced,2,0
536,S0537,43,62,46,18,2,negative,Needs Follow-up,1,2
537,S0538,70,45,80,16,4,positive,Needs Follow-up,2,2
538,S0539,81,44,57,12,5,positive,Needs Follow-up,2,2
539,S0540,62,70,42,15,1,average,Needs Follow-up,0,2
540,S0541,91,76,50,0,4,negative,Needs Follow-up,1,2
541,S0542,63,56,58,19,1,average,Needs Follow-up,0,2
542,S0543,47,89,76,5,2,negative,Balanced,1,0
543,S0544,43,72,46,20,1,positive,Needs Follow-up,2,2
544,S0545,44,85,50,15,2,positive,Needs Follow-up,2,2
545,S0546,93,96,73,7,3,average,Balanced,0,0
546,S0547,88,53,44,20,3,average,Needs Follow-up,0,2
547,S0548,78,58,58,20,3,average,Needs Follow-up,0,2
548,S0549,55,62,50,9,0,positive,Balanced,2,0
549,S0550,69,84,54,4,5,average,Balanced,0,0
550,S0551,77,81,45,2,0,average,Balanced,0,0
551,S0552,76,73,88,18,1,positive,Balanced,2,0
552,S0553,46,53,48,20,4,negative,Needs Follow-up,1,2
553,S0554,67,75,80,7,1,negative,Needs Follow-up,1,2
554,S0555,74,50,43,18,5,negative,Needs Follow-up,1,2
555,S0556,77,87,40,0,1,positive,Balanced,2,0
556,S0557,73,76,49,0,5,positive,Balanced,2,0
557,S0558,58,81,93,7,1,positive,Balanced,2,0
558,S0559,72,81,85,18,4,average,Needs Follow-up,0,2
559,S0560,48,84,80,19,5,average,Needs Follow-up,0,2
560,S0561,79,82,66,14,1,average,Needs Follow-up,0,2
561,S0562,46,53,64,7,0,positive,Balanced,2,0
562,S0563,47,98,47,14,4,average,Needs Follow-up,0,2
563,S0564,86,82,41,17,0,average,Needs Follow-up,0,2
564,S0565,73,60,70,3,2,positive,Balanced,2,0
565,S0566,93,41,47,10,1,negative,Needs Follow-up,1,2
566,S0567,40,46,43,6,2,negative,Needs Follow-up,1,2
567,S0568,100,56,83,18,2,positive,Balanced,2,0
568,S0569,94,56,94,9,2,average,Balanced,0,0
569,S0570,83,82,92,12,3,positive,Balanced,2,0
570,S0571,73,69,42,8,5,negative,Needs Follow-up,1,2
571,S0572,65,49,65,2,3,positive,Balanced,2,0
572,S0573,50,57,50,16,5,positive,Needs Follow-up,2,2
573,S0574,61,100,58,13,0,average,Balanced,0,0
574,S0575,60,71,100,11,5,positive,Balanced,2,0
575,S0576,51,73,45,10,5,average,Needs Follow-up,0,2
576,S0577,55,66,93,3,3,negative,Needs Follow-up,1,2
577,S0578,89,92,46,13,2,negative,Needs Follow-up,1,2
578,S0579,42,73,98,3,2,negative,Balanced,1,0
579,S0580,87,100,92,18,3,average,Balanced,0,0
580,S0581,41,43,43,5,1,average,Needs Follow-up,0,2
581,S0582,95,66,81,0,2,positive,Ideal Model,2,1
582,S0583,99,45,65,13,3,positive,Needs Follow-up,2,2
583,S0584,60,47,49,12,2,positive,Needs Follow-up,2,2
584,S0585,69,69,92,3,0,positive,Ideal Model,2,1
585,S0586,52,82,44,2,5,average,Needs Follow-up,0,2
586,S0587,65,70,83,16,1,average,Needs Follow-up,0,2
587,S0588,40,56,77,9,4,positive,Needs Follow-up,2,2
588,S0589,54,73,58,9,3,positive,Needs Follow-up,2,2
589,S0590,96,54,81,7,2,average,Balanced,0,0
590,S0591,90,84,81,20,0,positive,Balanced,2,0
591,S0592,90,52,45,8,5,average,Needs Follow-up,0,2
592,S0593,51,41,96,13,0,negative,Needs Follow-up,1,2
593,S0594,51,79,99,12,1,negative,Needs Follow-up,1,2
594,S0595,41,91,95,0,1,average,Balanced,0,0
595,S0596,58,69,82,15,5,positive,Balanced,2,0
596,S0597,86,91,96,7,1,positive,Ideal Model,2,1
597,S0598,51,59,78,16,2,negative,Needs Follow-up,1,2
598,S0599,93,85,93,6,4,positive,Balanced,2,0
599,S0600,44,92,76,13,0,average,Balanced,0,0
600,S0601,62,82,79,13,4,positive,Balanced,2,0
601,S0602,73,76,93,16,3,positive,Balanced,2,0
602,S0603,57,84,72,12,1,negative,Needs Follow-up,1,2
603,S0604,51,45,41,6,2,average,Needs Follow-up,0,2
604,S0605,62,91,86,5,2,positive,Ideal Model,2,1
605,S0606,73,59,79,17,3,average,Needs Follow-up,0,2
606,S0607,66,97,74,11,5,negative,Needs Follow-up,1,2
607,S0608,58,94,48,12,2,positive,Balanced,2,0
608,S0609,90,82,77,6,1,negative,Balanced,1,0
609,S0610,91,87,79,13,3,negative,Needs Follow-up,1,2
610,S0611,42,68,43,11,1,positive,Needs Follow-up,2,2
611,S0612,80,96,42,6,0,positive,Balanced,2,0
612,S0613,45,88,75,6,4,negative,Needs Follow-up,1,2
613,S0614,53,47,46,9,2,negative,Needs Follow-up,1,2
614,S0615,94,44,51,11,0,negative,Needs Follow-up,1,2
615,S0616,46,45,76,11,3,positive,Needs Follow-up,2,2
616,S0617,53,41,74,7,4,negative,Needs Follow-up,1,2
617,S0618,43,51,97,16,3,positive,Needs Follow-up,2,2
618,S0619,56,74,74,10,5,positive,Balanced,2,0
619,S0620,86,75,89,14,3,negative,Needs Follow-up,1,2
620,S0621,69,87,73,15,1,average,Balanced,0,0
621,S0622,91,77,82,6,0,average,Balanced,0,0
622,S0623,51,48,75,1,5,average,Needs Follow-up,0,2
623,S0624,95,60,43,15,3,average,Needs Follow-up,0,2
624,S0625,44,68,55,16,1,negative,Needs Follow-up,1,2
625,S0626,92,52,68,20,4,negative,Needs Follow-up,1,2
626,S0627,83,61,66,2,4,positive,Balanced,2,0
627,S0628,92,92,90,6,5,average,Balanced,0,0
628,S0629,52,45,73,8,2,average,Needs Follow-up,0,2
629,S0630,95,75,41,1,3,negative,Needs Follow-up,1,2
630,S0631,58,82,97,2,3,positive,Balanced,2,0
631,S0632,86,58,70,10,0,negative,Balanced,1,0
632,S0633,71,40,70,9,1,negative,Needs Follow-up,1,2
633,S0634,99,72,42,6,0,negative,Needs Follow-up,1,2
634,S0635,54,69,65,19,2,positive,Needs Follow-up,2,2
635,S0636,41,55,94,20,4,positive,Needs Follow-up,2,2
636,S0637,70,46,63,3,0,positive,Balanced,2,0
637,S0638,97,60,41,6,1,positive,Balanced,2,0
638,S0639,78,99,83,14,0,positive,Ideal Model,2,1
639,S0640,43,75,77,19,3,negative,Needs Follow-up,1,2
640,S0641,98,73,54,16,5,positive,Balanced,2,0
641,S0642,49,69,83,6,2,negative,Needs Follow-up,1,2
642,S0643,59,74,90,18,2,positive,Balanced,2,0
643,S0644,40,64,55,10,3,average,Needs Follow-up,0,2
644,S0645,51,100,58,13,2,average,Needs Follow-up,0,2
645,S0646,84,94,84,8,4,average,Balanced,0,0
646,S0647,79,64,56,16,0,positive,Balanced,2,0
647,S0648,68,41,69,14,2,positive,Needs Follow-up,2,2
648,S0649,63,95,53,9,5,negative,Needs Follow-up,1,2
649,S0650,90,80,68,16,5,average,Needs Follow-up,0,2
650,S0651,78,99,79,9,1,average,Balanced,0,0
651,S0652,92,53,61,0,4,average,Balanced,0,0
652,S0653,78,59,53,2,5,positive,Balanced,2,0
653,S0654,68,63,81,11,3,average,Needs Follow-up,0,2
654,S0655,83,74,65,8,5,negative,Needs Follow-up,1,2
655,S0656,91,84,42,8,3,negative,Needs Follow-up,1,2
656,S0657,80,52,43,20,5,positive,Needs Follow-up,2,2
657,S0658,55,76,89,14,4,positive,Balanced,2,0
658,S0659,78,96,75,3,4,positive,Balanced,2,0
659,S0660,55,63,76,10,2,average,Needs Follow-up,0,2
660,S0661,70,58,57,7,1,average,Needs Follow-up,0,2
661,S0662,62,81,67,19,5,average,Needs Follow-up,0,2
662,S0663,41,89,54,1,0,average,Balanced,0,0
663,S0664,51,85,76,17,4,positive,Balanced,2,0
664,S0665,80,51,52,20,2,positive,Needs Follow-up,2,2
665,S0666,92,65,92,0,1,negative,Balanced,1,0
666,S0667,89,68,50,4,3,average,Balanced,0,0
667,S0668,95,69,68,6,5,positive,Balanced,2,0
668,S0669,66,88,81,16,4,average,Needs Follow-up,0,2
669,S0670,40,59,95,19,5,negative,Needs Follow-up,1,2
670,S0671,58,96,70,13,4,average,Needs Follow-up,0,2
671,S0672,44,90,95,4,1,positive,Balanced,2,0
672,S0673,96,92,43,5,4,average,Balanced,0,0
673,S0674,82,90,88,15,5,average,Balanced,0,0
674,S0675,50,62,79,11,5,negative,Needs Follow-up,1,2
675,S0676,72,56,81,10,4,positive,Balanced,2,0
676,S0677,71,85,56,0,0,positive,Balanced,2,0
677,S0678,79,89,50,7,4,average,Needs Follow-up,0,2
678,S0679,94,51,86,11,3,positive,Balanced,2,0
679,S0680,83,96,41,4,1,positive,Balanced,2,0
680,S0681,47,69,50,20,1,negative,Needs Follow-up,1,2
681,S0682,71,47,80,0,5,negative,Needs Follow-up,1,2
682,S0683,50,75,67,12,3,negative,Needs Follow-up,1,2
683,S0684,67,80,85,19,4,average,Needs Follow-up,0,2
684,S0685,73,46,95,20,5,average,Needs Follow-up,0,2
685,S0686,87,74,56,0,0,negative,Balanced,1,0
686,S0687,65,98,54,11,5,negative,Needs Follow-up,1,2
687,S0688,90,97,56,10,5,negative,Needs Follow-up,1,2
688,S0689,51,43,77,1,4,negative,Needs Follow-up,1,2
689,S0690,97,82,95,2,4,positive,Ideal Model,2,1
690,S0691,78,63,92,12,2,positive,Balanced,2,0
691,S0692,79,90,94,11,1,average,Balanced,0,0
692,S0693,98,71,50,8,5,negative,Needs Follow-up,1,2
693,S0694,72,96,98,16,5,positive,Balanced,2,0
694,S0695,42,62,42,0,2,negative,Needs Follow-up,1,2
695,S0696,51,48,74,19,5,positive,Needs Follow-up,2,2
696,S0697,59,94,47,19,2,negative,Needs Follow-up,1,2
697,S0698,85,87,47,15,4,average,Needs Follow-up,0,2
698,S0699,91,58,88,20,1,average,Balanced,0,0
699,S0700,45,71,77,1,5,positive,Balanced,2,0
700,S0701,82,46,65,10,1,positive,Balanced,2,0
701,S0702,66,89,79,15,3,positive,Balanced,2,0
702,S0703,41,87,82,11,5,average,Needs Follow-up,0,2
703,S0704,45,100,93,5,2,average,Balanced,0,0
704,S0705,62,86,81,15,1,negative,Needs Follow-up,1,2
705,S0706,95,80,85,10,2,average,Balanced,0,0
706,S0707,98,92,44,11,2,positive,Balanced,2,0
707,S0708,44,50,99,0,0,negative,Balanced,1,0
708,S0709,76,89,41,0,2,average,Balanced,0,0
709,S0710,44,40,45,1,5,positive,Needs Follow-up,2,2
710,S0711,71,44,51,4,0,negative,Needs Follow-up,1,2
711,S0712,53,88,100,4,0,negative,Balanced,1,0
712,S0713,99,49,65,15,1,average,Needs Follow-up,0,2
713,S0714,40,42,49,18,3,positive,Needs Follow-up,2,2
714,S0715,69,73,79,8,1,positive,Balanced,2,0
715,S0716,53,56,80,19,1,positive,Balanced,2,0
716,S0717,44,92,50,20,2,average,Needs Follow-up,0,2
717,S0718,77,48,68,19,2,negative,Needs Follow-up,1,2
718,S0719,64,63,100,10,5,average,Balanced,0,0
719,S0720,93,75,52,17,0,average,Balanced,0,0
720,S0721,54,50,76,6,4,negative,Needs Follow-up,1,2
721,S0722,59,51,100,9,4,positive,Balanced,2,0
722,S0723,78,56,66,19,1,negative,Needs Follow-up,1,2
723,S0724,75,61,41,20,0,average,Needs Follow-up,0,2
724,S0725,42,93,47,5,4,average,Needs Follow-up,0,2
725,S0726,50,50,57,2,3,average,Needs Follow-up,0,2
726,S0727,75,62,81,20,4,negative,Needs Follow-up,1,2
727,S0728,44,97,88,15,0,negative,Balanced,1,0
728,S0729,92,85,46,11,1,positive,Balanced,2,0
729,S0730,90,85,97,19,1,average,Balanced,0,0
730,S0731,96,53,57,3,2,positive,Balanced,2,0
731,S0732,46,62,78,4,5,positive,Balanced,2,0
732,S0733,77,91,70,4,1,average,Balanced,0,0
733,S0734,76,100,99,9,3,negative,Balanced,1,0
734,S0735,93,60,84,15,0,positive,Balanced,2,0
735,S0736,68,79,89,11,1,negative,Needs Follow-up,1,2
736,S0737,79,43,82,5,2,negative,Balanced,1,0
737,S0738,79,48,73,1,3,average,Balanced,0,0
738,S0739,57,88,50,17,3,negative,Needs Follow-up,1,2
739,S0740,98,78,88,9,2,average,Balanced,0,0
740,S0741,42,71,50,3,3,negative,Needs Follow-up,1,2
741,S0742,55,68,68,6,2,negative,Needs Follow-up,1,2
742,S0743,50,51,90,5,5,average,Needs Follow-up,0,2
743,S0744,81,57,56,15,5,negative,Needs Follow-up,1,2
744,S0745,99,80,79,14,0,positive,Ideal Model,2,1
745,S0746,90,91,49,1,0,average,Balanced,0,0
746,S0747,50,50,74,0,0,positive,Balanced,2,0
747,S0748,45,70,73,15,0,negative,Needs Follow-up,1,2
748,S0749,58,100,77,17,3,positive,Balanced,2,0
749,S0750,56,53,79,0,5,average,Needs Follow-up,0,2
750,S0751,47,100,70,11,1,positive,Balanced,2,0
751,S0752,43,53,70,19,2,average,Needs Follow-up,0,2
752,S0753,64,100,99,20,0,negative,Balanced,1,0
753,S0754,48,69,53,8,5,average,Needs Follow-up,0,2
754,S0755,81,95,47,5,0,average,Balanced,0,0
755,S0756,69,51,75,14,5,average,Needs Follow-up,0,2
756,S0757,59,43,56,20,3,positive,Needs Follow-up,2,2
757,S0758,96,81,60,1,1,negative,Balanced,1,0
758,S0759,55,69,41,13,3,positive,Needs Follow-up,2,2
759,S0760,89,78,62,20,1,negative,Needs Follow-up,1,2
760,S0761,61,51,63,9,4,negative,Needs Follow-up,1,2
761,S0762,58,44,83,3,3,positive,Balanced,2,0
762,S0763,69,77,84,16,3,average,Needs Follow-up,0,2
763,S0764,97,94,74,1,4,average,Balanced,0,0
764,S0765,72,64,57,4,0,average,Balanced,0,0
765,S0766,96,85,49,13,3,positive,Balanced,2,0
766,S0767,89,86,79,9,5,average,Balanced,0,0
767,S0768,92,81,57,1,1,negative,Balanced,1,0
768,S0769,49,70,47,12,4,negative,Needs Follow-up,1,2
769,S0770,87,62,55,14,1,negative,Needs Follow-up,1,2
770,S0771,41,93,86,18,5,positive,Balanced,2,0
771,S0772,40,53,82,4,0,positive,Balanced,2,0
772,S0773,71,100,84,7,2,negative,Balanced,1,0
773,S0774,85,100,75,6,1,negative,Balanced,1,0
774,S0775,99,46,91,18,2,positive,Balanced,2,0
775,S0776,75,96,93,0,4,positive,Ideal Model,2,1
776,S0777,68,47,99,11,0,negative,Needs Follow-up,1,2
777,S0778,94,73,72,17,1,negative,Needs Follow-up,1,2
778,S0779,66,96,94,5,2,positive,Ideal Model,2,1
779,S0780,95,68,46,9,1,negative,Needs Follow-up,1,2
780,S0781,76,60,59,9,2,negative,Needs Follow-up,1,2
781,S0782,65,64,51,14,0,negative,Needs Follow-up,1,2
782,S0783,69,42,99,14,5,negative,Needs Follow-up,1,2
783,S0784,60,45,97,10,0,average,Balanced,0,0
784,S0785,66,75,80,8,3,average,Needs Follow-up,0,2
785,S0786,84,51,49,19,5,positive,Needs Follow-up,2,2
786,S0787,68,88,73,13,2,positive,Balanced,2,0
787,S0788,47,75,58,20,3,positive,Needs Follow-up,2,2
788,S0789,99,97,51,14,1,negative,Needs Follow-up,1,2
789,S0790,92,96,74,10,2,positive,Balanced,2,0
790,S0791,65,74,40,20,5,average,Needs Follow-up,0,2
791,S0792,63,83,60,16,5,negative,Needs Follow-up,1,2
792,S0793,63,74,51,4,0,average,Balanced,0,0
793,S0794,56,98,89,10,2,positive,Balanced,2,0
794,S0795,82,99,90,19,5,negative,Balanced,1,0
795,S0796,60,89,74,6,2,average,Balanced,0,0
796,S0797,82,98,66,7,3,negative,Needs Follow-up,1,2
797,S0798,96,52,47,6,1,average,Needs Follow-up,0,2
798,S0799,47,66,86,3,2,positive,Balanced,2,0
799,S0800,96,67,58,14,4,negative,Needs Follow-up,1,2
800,S0801,84,71,59,15,3,negative,Needs Follow-up,1,2
801,S0802,72,48,92,18,0,negative,Needs Follow-up,1,2
802,S0803,62,70,75,2,1,average,Balanced,0,0
803,S0804,50,40,62,1,0,negative,Needs Follow-up,1,2
804,S0805,53,95,95,1,4,average,Balanced,0,0
805,S0806,86,86,76,5,5,positive,Balanced,2,0
806,S0807,53,83,50,0,3,negative,Needs Follow-up,1,2
807,S0808,54,99,58,19,3,negative,Needs Follow-up,1,2
808,S0809,64,73,62,6,2,average,Needs Follow-up,0,2
809,S0810,48,100,52,20,3,negative,Needs Follow-up,1,2
810,S0811,91,93,93,0,0,average,Ideal Model,0,1
811,S0812,54,100,41,9,5,negative,Needs Follow-up,1,2
812,S0813,99,97,96,7,0,negative,Balanced,1,0
813,S0814,91,67,82,4,3,negative,Balanced,1,0
814,S0815,71,72,41,6,0,average,Needs Follow-up,0,2
815,S0816,52,57,79,8,5,positive,Balanced,2,0
816,S0817,82,56,73,18,5,positive,Balanced,2,0
817,S0818,50,99,63,10,4,negative,Needs Follow-up,1,2
818,S0819,56,85,86,7,2,positive,Balanced,2,0
819,S0820,69,91,96,5,2,positive,Ideal Model,2,1
820,S0821,95,93,53,6,5,average,Balanced,0,0
821,S0822,75,91,59,3,1,negative,Balanced,1,0
822,S0823,51,99,54,13,2,average,Needs Follow-up,0,2
823,S0824,42,76,43,4,1,negative,Needs Follow-up,1,2
824,S0825,98,63,53,13,0,average,Balanced,0,0
825,S0826,81,53,40,14,3,positive,Needs Follow-up,2,2
826,S0827,42,91,90,7,5,negative,Needs Follow-up,1,2
827,S0828,85,70,73,2,4,negative,Balanced,1,0
828,S0829,79,62,67,20,1,negative,Needs Follow-up,1,2
829,S0830,54,96,61,7,2,average,Needs Follow-up,0,2
830,S0831,89,46,83,3,3,negative,Needs Follow-up,1,2
831,S0832,82,92,78,1,0,average,Ideal Model,0,1
832,S0833,63,63,60,9,4,average,Needs Follow-up,0,2
833,S0834,100,89,59,3,4,negative,Balanced,1,0
834,S0835,53,98,61,13,4,average,Needs Follow-up,0,2
835,S0836,72,98,49,11,2,positive,Balanced,2,0
836,S0837,89,68,94,1,2,positive,Ideal Model,2,1
837,S0838,98,63,52,15,0,negative,Needs Follow-up,1,2
838,S0839,46,41,79,18,2,average,Needs Follow-up,0,2
839,S0840,63,50,57,11,1,positive,Needs Follow-up,2,2
840,S0841,72,73,79,15,0,negative,Balanced,1,0
841,S0842,77,98,92,16,1,positive,Balanced,2,0
842,S0843,97,98,83,7,5,positive,Balanced,2,0
843,S0844,50,75,87,10,5,negative,Needs Follow-up,1,2
844,S0845,76,82,69,18,5,average,Needs Follow-up,0,2
845,S0846,40,76,53,4,3,positive,Balanced,2,0
846,S0847,80,56,50,17,1,negative,Needs Follow-up,1,2
847,S0848,67,64,58,18,5,average,Needs Follow-up,0,2
848,S0849,94,40,74,8,1,negative,Needs Follow-up,1,2
849,S0850,97,51,84,11,4,average,Needs Follow-up,0,2
850,S0851,70,54,83,4,2,negative,Balanced,1,0
851,S0852,42,47,94,3,1,average,Balanced,0,0
852,S0853,43,62,76,1,0,average,Balanced,0,0
853,S0854,87,95,57,16,1,positive,Balanced,2,0
854,S0855,82,100,75,3,5,negative,Balanced,1,0
855,S0856,83,67,44,5,0,average,Balanced,0,0
856,S0857,54,41,77,20,1,positive,Needs Follow-up,2,2
857,S0858,86,82,52,11,1,average,Needs Follow-up,0,2
858,S0859,64,70,47,8,5,negative,Needs Follow-up,1,2
859,S0860,99,97,63,14,5,positive,Balanced,2,0
860,S0861,88,40,57,15,0,negative,Needs Follow-up,1,2
861,S0862,97,100,100,15,5,positive,Balanced,2,0
862,S0863,47,52,79,15,5,positive,Needs Follow-up,2,2
863,S0864,54,94,98,6,0,average,Balanced,0,0
864,S0865,58,66,42,18,1,positive,Needs Follow-up,2,2
865,S0866,67,66,64,5,3,positive,Balanced,2,0
866,S0867,98,62,81,9,2,negative,Balanced,1,0
867,S0868,45,45,90,3,4,negative,Needs Follow-up,1,2
868,S0869,53,45,57,13,2,positive,Needs Follow-up,2,2
869,S0870,46,52,77,8,2,negative,Needs Follow-up,1,2
870,S0871,87,73,44,11,2,positive,Balanced,2,0
871,S0872,42,96,57,4,3,negative,Needs Follow-up,1,2
872,S0873,66,47,93,4,0,negative,Balanced,1,0
873,S0874,75,68,79,15,3,average,Needs Follow-up,0,2
874,S0875,96,79,40,15,0,positive,Balanced,2,0
875,S0876,67,70,70,14,4,positive,Needs Follow-up,2,2
876,S0877,93,86,50,2,1,average,Balanced,0,0
877,S0878,53,55,99,8,5,average,Needs Follow-up,0,2
878,S0879,81,100,85,5,0,positive,Ideal Model,2,1
879,S0880,98,75,66,19,1,negative,Needs Follow-up,1,2
880,S0881,76,89,96,9,1,positive,Balanced,2,0
881,S0882,79,53,72,18,5,average,Needs Follow-up,0,2
882,S0883,85,54,73,18,1,positive,Balanced,2,0
883,S0884,100,97,88,3,4,negative,Balanced,1,0
884,S0885,95,84,52,3,5,positive,Balanced,2,0
885,S0886,45,55,77,17,5,negative,Needs Follow-up,1,2
886,S0887,81,49,96,11,5,negative,Needs Follow-up,1,2
887,S0888,72,61,74,11,3,negative,Needs Follow-up,1,2
888,S0889,55,66,82,14,2,negative,Needs Follow-up,1,2
889,S0890,58,66,65,5,1,average,Balanced,0,0
890,S0891,40,41,71,7,0,negative,Needs Follow-up,1,2
891,S0892,67,40,63,7,1,negative,Needs Follow-up,1,2
892,S0893,48,95,58,3,0,positive,Balanced,2,0
893,S0894,68,68,85,18,0,positive,Balanced,2,0
894,S0895,96,49,65,9,5,negative,Needs Follow-up,1,2
895,S0896,89,80,55,6,2,negative,Needs Follow-up,1,2
896,S0897,69,52,73,1,0,average,Balanced,0,0
897,S0898,83,93,96,8,4,positive,Balanced,2,0
898,S0899,41,92,96,13,0,average,Balanced,0,0
899,S0900,50,54,83,17,3,negative,Needs Follow-up,1,2
900,S0901,91,62,80,20,2,negative,Needs Follow-up,1,2
901,S0902,76,49,45,0,1,average,Needs Follow-up,0,2
902,S0903,54,95,45,16,4,negative,Needs Follow-up,1,2
903,S0904,54,51,63,12,4,average,Needs Follow-up,0,2
904,S0905,78,74,88,11,1,average,Balanced,0,0
905,S0906,58,86,77,3,1,average,Balanced,0,0
906,S0907,75,56,70,19,2,negative,Needs Follow-up,1,2
907,S0908,45,59,42,5,5,negative,Needs Follow-up,1,2
908,S0909,53,62,76,10,3,negative,Needs Follow-up,1,2
909,S0910,73,85,80,0,4,positive,Balanced,2,0
910,S0911,68,99,78,15,3,average,Needs Follow-up,0,2
911,S0912,53,79,92,17,2,negative,Needs Follow-up,1,2
912,S0913,62,91,60,9,5,average,Needs Follow-up,0,2
913,S0914,68,56,84,5,0,negative,Balanced,1,0
914,S0915,90,46,83,1,5,positive,Balanced,2,0
915,S0916,57,79,81,5,1,average,Balanced,0,0
916,S0917,99,86,86,10,1,negative,Balanced,1,0
917,S0918,49,92,94,6,3,positive,Balanced,2,0
918,S0919,91,42,88,4,3,positive,Balanced,2,0
919,S0920,50,97,48,7,2,negative,Needs Follow-up,1,2
920,S0921,54,64,83,12,5,positive,Needs Follow-up,2,2
921,S0922,60,95,73,12,4,positive,Balanced,2,0
922,S0923,64,49,99,8,4,negative,Needs Follow-up,1,2
923,S0924,100,59,89,19,3,positive,Balanced,2,0
924,S0925,43,70,96,11,3,negative,Needs Follow-up,1,2
925,S0926,73,41,59,8,5,average,Needs Follow-up,0,2
926,S0927,92,51,65,16,5,negative,Needs Follow-up,1,2
927,S0928,73,66,97,20,1,positive,Balanced,2,0
928,S0929,52,96,66,5,1,positive,Balanced,2,0
929,S0930,62,44,56,6,2,negative,Needs Follow-up,1,2
930,S0931,54,40,44,8,1,negative,Needs Follow-up,1,2
931,S0932,99,96,55,0,2,positive,Ideal Model,2,1
